legacy_r_number,r_number,customer_name,customer_number,type_short,description_invoice,description_private,voltage,wattage,die_shape
R4318,R4318,VINIDEX - HEAD OFFICE,C000201,SCB,,Standard Heatrex Plugall 3/4 Thermo ,240,2600,D135mm x W72mm
R4319,R4319,ICON,C000087,SCB,,Standard Heatrex Plugall,240,250,D220mm x W55mm 
R4320,R4320,PIPELION,C000132,CKB,,500mm Wide total 9 In Frame ,240/415,7200/800,D135mm x W100mm
R4321,R4321,PIPELION,C000132,SCKB,,Standard Heatrex Plugall Holes to Pattern.,240,1500,D296mm x W55mm 
R4322,R4322,PIPELION,C000132,SCKB,,Standard Heatrex Plugall Holes to Pattern.,240,2400,D220mm x W40mm 
R4323,R4323,PIPELION,C000132,SCKB,,Standard Heatrex Plugall Holes to Pattern.,240,2400,D330mmm x W100mm
R4324,R4324,IPLEX - HEAD OFFICE,C000090,SCB,,"3 Pin Euro Plug 1"" Thermo Hole ",240,3400,D75mm x W25mm
R4325,R4325,IPLEX - HEAD OFFICE,C000090,SCB,,"3 Pin Euro Plug 1"" & 40mm Hole",240,3000,D160mm x W40mm
R4326,R4326,VINIDEX - HEAD OFFICE,C000201,PIN,,,240,Undefined,D360mm x W130mm 565mm SL
R4327,R4327,VINIDEX - HEAD OFFICE,C000201,PIN,,,240,Undefined,D410mm x W170mm SL 643mm
R4328,R4328,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall ,240,600,D410mm x W170mm SL 643mm
R4329,R4329,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall,240,1200,D322mm x W190mm 
R4330,R4330,DINCEL CONSTRUCTION,C000058,SPP,,Standard heatrex Plugall Holes to Pattern.,240,2600,D400mm x W135mm
R4331,R4331,DINCEL CONSTRUCTION,C000058,SPP,,Standard heatrex plugall Holes to Pattern.,240,2800,OD130mm x W250mm
R4332,R4332,FRESH & GREEN AUSTRALIA,C000075,SCB,,Screw Terminals,240,1000,OD75mm x W700mm
R4333,R4333,FRESH & GREEN AUSTRALIA,C000075,SCB,,Screw Terminals ,240,900,D165mm x W35mm
R4334,R4334,FRESH & GREEN AUSTRALIA,C000075,SCB,,Standard Heatrex Plugall No Holes ,240,1800,D165mm x W70mm 
R4335,R4335,PYROSALES,C000155,CKB,,400mm Leads T Piece ,240,600,L450mm x W235mm
R4336,R4336,IPLEX - ALBURY,C000091,IBH,,"Screw Terminals 3/4"" T/C Hole @90Deg",240,1800,L600mm x W235mm
R4337,R4337,IPLEX - ALBURY,C000091,IBH,,"Screw Terminals 3/4"" T/C Hole @90Deg",240,1100,D180mm x W50mm
R4338,R4338,IPLEX - ALBURY,C000091,IBH,,"Screw Terminals 3/4"" T/C Hole @90Deg",240,1900,D85mm x W100mm
R4339,R4339,ASTRON PLASTICS,C000026,SCB,,box,415,1600,D250mm x W75mm 
R4340,R4340,VINIDEX - HEAD OFFICE,C000201,SCB,,Standard Heatrtex Plugall,240,900,D115mm x W65mm 
R4341,R4341,SURETECO,C000178,SCB,,Standard Heatrex plugall nut and Bush,240,1300,ID240mm x W80mm
R4342,R4342,VINIDEX - PERTH,C000200,UND,,,Undefined,Undefined,ID195mm x W60mm
R4343,R4343,VINIDEX - PERTH,C000200,UND,,,Undefined,Undefined,ID300mmx W80mm
R4344,R4344,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,Standard Heatrex Plugall 20mm Hole,240,800,D155mm x W125mm
R4345,R4345,FENSKE,C000069,SCB,,Standard Heatrex Plugall 20mm TC Hole,240,1200,D90mm x W155mm
R4346,R4346,FENSKE,C000069,SCB,,Standard Heatrex Plugall Holes to pattern,240,1800,D220mm x W60mm
R4347,R4347,FENSKE,C000069,SCB,,Standard Heatrex Plugall Holes to pattern.,240,200,Undefined
R4348,R4348,IPLEX - ALBURY,C000091,SSCB,,"2 Way Terminal Box 1"" TC Hole",240,3600,Undefined
R4349,R4349,VINIDEX - TOOWOOMBA,C000204,SSCB,,"3 phase Terminal Block 1 "" Hole Line 4 Die Head",240/415,2200,D200mm x W40mm
R4350,R4350,IPLEX - HEAD OFFICE,C000090,SCB,,3 Pin Euro With Clip 34m and Cut outs ,240,3600,D250mm x W50mm
R4351,R4351,APP,C000024,CKB,,2 Way Terminal Block ,240,4800,L220mm x W255mm
R4352,R4352,APP,C000024,CKB,,2 Way Terminal Block ,240,6240,L220mm x W280mm
R4353,R4353,APP,C000024,CKB,,2 Way Terminal Block ,240,7680,D580mm x W141mm S/L900mm 
R4354,R4354,VINIDEX - TOWNSVILLE,C000208,SCB,,2 Way Terminal Box 25mm Hole,240,3000,D1005mm x W145mm S/L512mm
R4355,R4355,REPETA,C000160,SCB,,2 Way Terminal Box ,240,3400,D520mm x W145mm 
R4356,R4356,IPLEX - ALBURY,C000091,SCB,,"4m Bradied Leads 1"" TC Holes",240,1400,D290mm x W105mm
R4357,R4357,CINQPLAST PLASTOP,C000044,UND,,,Undefined,Undefined,D290mm x W140mm
R4358,R4358,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,,240,700,D290mm x W140mm 
R4359,R4359,APP,C000024,UND,,,Undefined,Undefined,D400mm x W120mm 
R4360,R4360,APP,C000024,UND,,,Undefined,Undefined,D312mm x W100mm 
R4361,R4361,APP,C000024,UND,,,Undefined,Undefined,D180mm x W80mm 
R4362,R4362,APP,C000024,UND,,,Undefined,Undefined,Undefined
R4363,R4363,APP,C000024,UND,,,Undefined,Undefined,D113mm x W50mm 
R4364,R4364,PIPELION,C000132,SCB,,Stanadr heatrex plugall 2 x 20mm Holes,240,2800,Undefined
R4365,R4365,RESITECH INDUSTRIES,C000161,SCB,,Standard Heatrex Plugall 20mm Hole,240,2400,Undefined
R4366,R4366,APN COMPOUNDING,C000023,SCB,,Box ,240,9200,Undefined
R4367,R4367,TUSCAN INDUSTRIES,C000194,SCB,,Standard Heatrex Plugall 25mm TC Hole,240,2600,Undefined
R4368,R4368,TUSCAN INDUSTRIES,C000194,SCB,,Standard Heatrex Plugall 25mm TC Hole,240,1900,Undefined
R4369,R4369,TUSCAN INDUSTRIES,C000194,SCB,,Standrad Hetarex Plugall No Holes ,240,900,D275mm x W120mm
R4370,R4370,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall 2 x 20mm Holes,240,1100,D220mm x W120mm 
R4371,R4371,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall No Holes ,240,750,D250mm x W230mm 
R4372,R4372,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall No Holes,240,325,D210mm x W140mm
R4373,R4373,POLYPIPE,C000141,SCB,,Standard heatrex Plugall 28mm Hole,240,2500,D210mm x W95mm
R4374,R4374,IPLEX - ALBURY,C000091,IBH,,1m Braided Leads ,240,240,D206mm x W45mm 
R4375,R4375,VINIDEX - TOOWOOMBA,C000204,SSCB,,,240/415,3000,D152mm x W80mm 
R4376,R4376,IPLEX - HEAD OFFICE,C000090,CKB,,3 Phase Terminal Box ,240/415,8500,D152mm x W50mm
R4377,R4377,FOSTER PLASTICS - HEAD OFFICE,C000072,BCB,,Standard Heatrex Plugall ,240,500,D80mm x W40mm
R4378,R4378,PREMIER EXTRUSIONS,C000148,SCB,,Standard heatrex Plugall Holes to Pattern,240,600,D250mm x W130mm
R4379,R4379,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall Holes to Pattern,240,1200,ID80mm x W28mm 
R4380,R4380,PROCOM PLASTICS EXTRUSIONS,C000152,BCB,,Standard Heatrex Plugall ,240,280,D800mm x W220mm S/L620mm
R4381,R4381,PROCOM PLASTICS EXTRUSIONS,C000152,SPP,,Standard Heatrex Plugall Holes to Pattern,240,900,D305mm x W276mm
R4382,R4382,RESITECH INDUSTRIES,C000161,SPP,,SCREW TERMINAL,240,700,D54mm x W115mm
R4383,R4383,RESITECH INDUSTRIES,C000161,SCB,,SCREW TERMINALS,240,700,D165mm x W35mm 
R4384,R4384,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,Standard Heatrex Plugall ,240,200,D165mm x W70mm 
R4385,R4385,CROMFORD,C000050,SSCB,,Standard Heatrex Plugall 40mm offset hole,240,2800,D50mm x W40mm
R4386,R4386,CROMFORD,C000050,SCB,,Standard Heatrex Plugall 35mm Hole,240,1200,OD218mm x ID125mm 
R4387,R4387,IPLEX - ALBURY,C000091,SIBH,,600mm Leads TC,240/415 ,5000,L150mm x W125mm
R4388,R4388,IPLEX - ALBURY,C000091,SIBH,,,Undefined,Undefined,D110mm x W125mm 
R4389,R4389,IPLEX - ALBURY,C000091,SSCB,,2 WAY TERMINAL BOX 30mm HOLE ,240,3800,D38mm x W70mm
R4390,R4390,IPLEX - ALBURY,C000091,IBH,,,240,3600,D550mm x W230mm SL850mm
R4391,R4391,IPLEX - ALBURY,C000091,IBH,,,240,3800,D240mm x W65mm
R4392,R4392,IPLEX - ALBURY,C000091,SSCB,,,240/415 ,5000,ID1100mm x W120mm 
R4393,R4393,IPLEX - ALBURY,C000091,SSCB,,,240/415,5000,ID1100mm x W60mm
R4394,R4394,IPLEX - ALBURY,C000091,SSCB,,"2 Way Terminal Box 25x 1/2"" TC ",415,2400,D930mm x W125mm S/L1740
R4395,R4395,ASTRON PLASTICS,C000026,SCB,,2 Way Terminal Box ,415,900,ID310mm x W200mm 
R4396,R4396,FOSTER PLASTICS - HEAD OFFICE,C000072,SCB,,2 Way Terminal Box 25mm Hole,240,1600,ID320mm x W200mm
R4397,R4397,VINIDEX - COOPERS PLAINS,C000202,SSCB,,1.5m Leads 20mm TC,240,1750,D1900mm x W140mm S/L
R4398,R4398,TECHPLAS EXTRUSION  ,C000184,SPP,,Standard Heatrex Plugall Holes to Pattern ,240,2400,D2030mm x W130mm S/L
R4399,R4399,PPS,C000145,SSCB,,,240,4000,D1850mm x W60mm S/L1440mm
R4400,R4400,IPLEX - ALBURY,C000091,SCB,,2m Leads ,240,1400,D260mm x W35mm
R4401,R4401,IPLEX - ALBURY,C000091,SCB,,2m Leads,240,2500,D208mm x W76mm 
R4402,R4402,FENSKE,C000069,SPP,,Standard Heatrex Plugall ,240,1400,D762mm x W100mm SL590
R4403,R4403,FENSKE,C000069,SPP,,Standard Heatrex Plugall,240,2400,L333mm x W240mm
R4404,R4404,CROMFORD PIPE MOSSVALE,C000051,SSCB,,Standar,240,1600,D800mm x W140mm S/L613mm
R4405,R4405,CROMFORD PIPE MOSSVALE,C000051,SSCB,,,240,1600,D300mm x W45mm
R4406,R4406,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,1200,D390mm x W50mm 
R4407,R4407,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,1200,L250mm x W180mm 
R4408,R4408,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,2600,L400mm x W250mm 
R4409,R4409,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,250,D570mm x W120mm 
R4410,R4410,PREMIER EXTRUSIONS,C000148,UND,,,Undefined,Undefined,D570mm x W120mm 
R4411,R4411,PREMIER EXTRUSIONS,C000148,UND,,,Undefined,Undefined,D500mm x W45mm
R4412,R4412,IPLEX - HEAD OFFICE,C000090,SCB,,"Line 2 Die heater 3 Pin Euro 1"" Hole",240,3400,D500mm x W50mm 
R4413,R4413,PRICE PLASTICS,C000150,CKB,,,240,1200,D715mm x W75mm
R4414,R4414,POLYPIPE,C000141,SCB,,,240/415,400,D118mm x W40mm
R4415,R4415,CROMFORD PIPE MOSSVALE,C000051,SSCB,,,240,2800,Undefined
R4416,R4416,VINIDEX - PERTH,C000200,SCB,,,240,2800,Undefined
R4417,R4417,PPG,C000143,SCB,,Standard Heatrex Plugall No Holes,240,1400,D420mm x W255mm
R4418,R4418,VINIDEX - SUNSHINE,C000206,SCB,,"STANDARD HEATREX PLUGALL 1/2 "" THERMO HOLE X 2",240,600,D160mm x W45mm
R4419,R4419,ASTRON PLASTICS,C000026,SSCB,,"DBL 1"" Slot 3m leads",415,370,D278mm x W40mm
R4420,R4420,ASTRON PLASTICS,C000026,SCB,,2m LEADS,415,1200,D550mm x W230mm S/L863
R4422,R4422,VINIDEX - PERTH,C000200,SCB,,1.5 MTR LEADS,240,100,D435mm x W180mm 
R4423,R4423,IPLEX - ALBURY,C000091,UND,,,Undefined,Undefined,D290mm x W40mm 
R4424,R4424,PPS,C000145,SCB,,Standard Heatrex Plugall No Holes,240,400,D110mm x W55mm 
R4425,R4425,ROHR,C000164,SCB,,"Standard Heatrex Plugall 1"" Hole",240,2100,D140mm x W116mm 
R4426,R4426,TECHPLAS EXTRUSION  ,C000184,SCB,,Standard Heatrex Plugall 20mm Hole,240,2500,D286mm x W40mm
R4427,R4427,TECHPLAS EXTRUSION  ,C000184,SPP,,,240,1600,Undefined
R4428,R4428,TECHPLAS EXTRUSION  ,C000184,SPP,,,240,2800,150 x 65
R4429,R4429,AFS SYSTEMS ,C000009,SCB,,Standard Heatrex Plugall 2 x 25mm Holes,240,1800,D1165mm x W200mm
R4430,R4430,AFS SYSTEMS ,C000009,SCB,,2m Leads w Spring 2 x 25mm Holes,415,1100,D50mm X W75mm 
R4431,R4431,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet on Outer plate 4 x 8mm holes 4 x 12mm Holes 2 x 20mm Hole ,240,1500,D230mm x W100mm
R4432,R4432,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet on Outer plate 4 x 8mm holes 4 x 12mm Holes 20mm Hole ,240,900,D325mm x W60mm
R4433,R4433,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet on Plate ,240,1600,L210mm x W220mm
R4434,R4434,ADROIT PIPING,C000006,SPP,,Mirror of 4435 ,240,2400,350 x 295
R4435,R4435,ADROIT PIPING,C000006,SPP,,Mirror of 4434,240,2400,D180mm x W105mm
R4436,R4436,APP,C000024,SCB,,500mm Leads  w 3 way block and Sheath,240,350,D175mm xW80mm
R4437,R4437,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet On Plate 8 x 8mm holes 6 x 14mm 2 x 28 1 x 20mm,240,1900,L255mm x W155mm
R4438,R4438,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet on Plate 6 x 8mm 1 x 20mm holes,240,1400,L185mm x W155mm
R4439,R4439,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet on Plate 4 x 8mm 4 x 14mm 1 x 20mm 1 x 28mm Holes,240,2800,L375mm x W125mm
R4440,R4440,AFS SYSTEMS ,C000009,SPP,,3 Pin Oulet on Plate 12 x 8mm holes 1 x 20mm hole,240,2800,L631mm x 631mm x R677.5mm
R4441,R4441,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet on Plate 12 x 8mm 1 x 25mm 2 x 25mm cut outs,240,2800,L631mm x 631mm x R677.5mm
R4442,R4442,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet on Outer plate 4 x 8mm holes 4 x 12mm Holes 20mm Hole ,240,1100,D30mm x W60mm
R4443,R4443,ISTRA ELEMENTS,C000094,SCB,,Screw Terminals,54,250,L395mm x W145mm
R4444,R4444,ISTRA ELEMENTS,C000094,SSCB,,Screw Terminal 2 Bands Hinged ,54,250,L235mm x W190mm
R4445,R4445,IPLEX - HEAD OFFICE,C000090,SCB,,Standard Heatrex Plugall 4 hole,240,1800,L495mm x W195mm
R4446,R4446,APP,C000024,SCB,,Standrad Heatrex Plugall hole in gap,415,1300,L495mm x W245mm
R4447,R4447,MARCO EXTRUSION,C000107,SCB,,Standard Heatrex Plugall 20mm Hole,240,1500,L515mm x W195mm
R4448,R4448,MARCO EXTRUSION,C000107,SCB,,Standard Heatrex Plugall 20mm  hole,240,1100,L225mm x W155mm
R4449,R4449,VINIDEX - TOOWOOMBA,C000204,ISPP,,70mm Leads witrh Lugs ,240,3000,D90mm x 60mm 
R4450,R4450,VINIDEX - TOOWOOMBA,C000204,IBH,,600mm Leads TC,240,2700,D165mm x W60mm S/L259mm
R4451,R4451,AFS SYSTEMS ,C000009,SPP,,Standard Heatrex Plugall ,240,2000,D160mm x W110mm
R4452,R4452,AFS SYSTEMS ,C000009,SPP,,3 Pin Outlet,240,2400,D296mm x W40mm
R4453,R4453,VINIDEX - COOPERS PLAINS,C000202,SCB,,,240,1200,D305mm x W50mm
R4454,R4454,POLYPIPE,C000141,SCB,,,240,2000,D255mm x W40mm
R4455,R4455,VINIDEX - TOOWOOMBA,C000204,SCKB,,Terminal box 25mm Tc Hole,240,2600,ID650mm x W375mm S/L500mm
R4456,R4456,PRICE PLASTICS,C000150,SCB,,2m Leads ,240,2400,ID300mm x W141
R4457,R4457,PRICE PLASTICS,C000150,SCB,,2m Leads ,240,800,L225mm x W275mm
R4458,R4458,PRICE PLASTICS,C000150,SCB,,2m Leads ,240,600,L315mm x W305mm
R4459,R4459,APP,C000024,SCB,,Standard Heatrex Plugall No Holes ,415,3400,D145mm x W75mm
R4460,R4460,PCA,C000129,SCB,,Standard Heatrex Plugall 60mm hole & 25mm Hole,240,3000,D250mm x W80mm
R4461,R4461,PCA,C000129,SCB,,500mm Leads,240,1300,D1440mm x W153mm S/L550mm
R4462,R4462,PCA,C000129,SCB,,500mm Leads,240,650,D335mm x W100mm
R4463,R4463,PCA,C000129,SCB,,Terminal Block ,240,1800,D248mm x W35mm
R4464,R4464,FRESH & GREEN AUSTRALIA,C000075,SSCB,,Standard Heatrex Plugall Locating Holes ,240,1250,D160mm x W50mm
R4465,R4465,IPLEX - ALBURY,C000091,SIBH,,300mm Leads ,240,1300,D320mm x W100mm 
R4466,R4466,IPLEX - ALBURY,C000091,SSCB,,3 Phase Terminal Box 25mm Hole,240/415,5200,D280mmm x W140mm
R4467,R4467,IPLEX - ALBURY,C000091,SCB,,,240,1400,D170mm x W55mm
R4468,R4468,IPLEX - ALBURY,C000091,UND,,,240,2500,D80mm x W48mm
R4469,R4469,IPLEX - ALBURY,C000091,SCB,,2m Leads ,240,350,D130mm x W75mm
R4470,R4470,POLYPIPE,C000141,CKB,,2 holes Standrad heatrex Plugall,240,1000,D240mm x W165mm S/L230mm
R4471,R4471,POLYPIPE,C000141,CKB,,,240/415,4400,D535mm x W141 S/L 770
R4472,R4472,POLYPIPE,C000141,CKB,,,240/415,3800,D1590mm x W180mm 
R4473,R4473,CINQPLAST PLASTOP,C000044,SSCB,,,240,450 x 2,D180mm x W80mm 
R4474,R4474,CINQPLAST PLASTOP,C000044,SSCB,,,240,450 x 2,D580mm x W130mm
R4475,R4475,CINQPLAST PLASTOP,C000044,SSCB,,,240,325 x 2,D40mm x W90mm
R4476,R4476,CINQPLAST PLASTOP,C000044,SSCB,,,240,325 x 2,D130mm x W45mm 
R4477,R4477,FENSKE,C000069,SPP,,,240,1000,D280mm x W170mm 
R4478,R4478,FENSKE,C000069,SPP,,,240,2400,D280mm x W145mm 
R4479,R4479,APP,C000024,SPP,,,240,1600,D90mm x W111m
R4480,R4480,APP,C000024,SPP,,,240,1600,D90mm x W111m
R4481,R4481,APP,C000024,SPP,,,240,1300,D90mm x W98mm
R4482,R4482,APP,C000024,SPP,,,240,1000,D90mm x W98mm
R4483,R4483,APP,C000024,SPP,,,240,2000,L280mm x W120mm
R4484,R4484,APP,C000024,SPP,,,240,2000,L280mm x W280mm 
R4485,R4485,APP,C000024,SPP,,,240,2000,Undefined
R4486,R4486,APP,C000024,SPP,,,240,2000,Undefined
R4487,R4487,INTEGRATED PACKAGING,C000089,SCB,,2Way Plug ,400,750,Undefined
R4488,R4488,INTEGRATED PACKAGING,C000089,SCB,,2Way Plug 25mm Hole ,400,650,Undefined
R4489,R4489,INTEGRATED PACKAGING,C000089,CKB,,250mm Leads 2 locating Pins,400,1000,Undefined
R4490,R4490,INTEGRATED PACKAGING,C000089,SCB,,2Way Plug 3 x 25mm Holes,400,1500,Undefined
R4491,R4491,INTEGRATED PACKAGING,C000089,SCB,,2Way Plug,400,1400,Undefined
R4492,R4492,CALAIR SYSTEMS,C000040,SCB,,4m Leads with Box,240,1200,Undefined
R4493,R4493,FENSKE,C000069,SPP,,,240,2600,D260mm x W30mm
R4494,R4494,IQ RENEW,C000093,UND,,,Undefined,Undefined,D80mm x W275mm
R4495,R4495,IQ RENEW,C000093,UND,,,Undefined,Undefined,D160mm x W36mm
R4496,R4496,VINIDEX - TOOWOOMBA,C000204,SCB,,2 Way Terminal Block 25mm  Hole Line1 Die Band ,240,2100,D316mm x W45mm
R4497,R4497,BUONO NET,C000038,SCB,,2 way Termial Block 50mm x W35mm Cut out ,415,1000,D295mm x W50mm
R4498,R4498,VINIDEX - COOPERS PLAINS,C000202,SCB,,,240/415,Undefined,D105mm x W200mm 
R4499,R4499,VINIDEX - COOPERS PLAINS,C000202,SCB,,,240/415,Undefined,L280mm x W440mm 
R4500,R4500,VINIDEX - COOPERS PLAINS,C000202,SCB,,,240/415,Undefined,Undefined
R4501,R4501,VINIDEX - COOPERS PLAINS,C000202,SCB,,,240/415,Undefined,Undefined
R4502,R4502,VINIDEX - COOPERS PLAINS,C000202,SCB,,,240/415,Undefined,D230mm x W100mm
R4503,R4503,VINIDEX - COOPERS PLAINS,C000202,SCB,,,240/415,Undefined,D300mm x W50mm 
R4504,R4504,VINIDEX - SMITHFIELD,C000205,SCB,,,240,500,Undefined
R4505,R4505,VINIDEX - SMITHFIELD,C000205,SSCB,,,240,2100,Undefined
R4506,R4506,VINIDEX - SMITHFIELD,C000205,SSCB,,,240,1100,Undefined
R4507,R4507,VINIDEX - SMITHFIELD,C000205,SSCB,,,240,1600,Undefined
R4508,R4508,VINIDEX - SMITHFIELD,C000205,SSCB,,,240,1200,Undefined
R4509,R4509,VINIDEX - SMITHFIELD,C000205,SCB,,,240,1000,Undefined
R4510,R4510,VINIDEX - SMITHFIELD,C000205,SCB,,,240,1200,D93mm x 60mm
R4511,R4511,VINIDEX - SMITHFIELD,C000205,SCB,,,240,2200,D450mm x W130mm S/L705mm
R4512,R4512,VINIDEX - SMITHFIELD,C000205,SCB,,,240,1500,D450mm x W70mm S/L705mm
R4513,R4513,VINIDEX - SMITHFIELD,C000205,SCB,,,240,3400,D450mm x W100mm S/L705mm
R4514,R4514,VINIDEX - SMITHFIELD,C000205,SCB,,,240,900,D280mm x W120mm S/L430mm
R4515,R4515,VINIDEX - SMITHFIELD,C000205,SCB,,,240,600,D155mm x W80mm 
R4516,R4516,VINIDEX - SMITHFIELD,C000205,SCB,,,240,900,D275mm x W50mm 
R4517,R4517,VINIDEX - SMITHFIELD,C000205,SCB,,,240,400,Undefined
R4518,R4518,VINIDEX - SMITHFIELD,C000205,SCB,,,240,600,Undefined
R4519,R4519,VINIDEX - SMITHFIELD,C000205,SPP,,,240,400,Undefined
R4520,R4520,FENSKE,C000069,SPP,,STD PLUGALL 8 x 10mm & 20mm TC Holes,240,2800,Undefined
R4521,R4521,FENSKE,C000069,SPP,,STD PLUGALL 8 x 10mm & 20mm TC Holes,240,2400,Undefined
R4522,R4522,ISTRA ELEMENTS,C000094,SPP,,LEADS OUT END,240,150,Undefined
R4523,R4523,PREMIER EXTRUSIONS,C000148,SSCB,,2 MTR LEADS ,240,850,Undefined
R4524,R4524,PREMIER EXTRUSIONS,C000148,SSCB,,2MTR LEADS,240,380,Undefined
R4525,R4525,PREMIER EXTRUSIONS,C000148,SSCB,, 2MTR LEADS 40MM  HOLE ,240,1480,Undefined
R4526,R4526,PREMIER EXTRUSIONS,C000148,SSCB,, 2MTR LEADS NO HOLE ,240,1480,L430mm x W300mm
R4527,R4527,IPLEX - ALBURY,C000091,SSCB,,,240,1600,L310mm x W300mm
R4528,R4528,FENSKE,C000069,SPP,,STD HEATREX PLUGALL Holes to pattern.,240,2600,62mm X 105mm 
R4529,R4529,FENSKE,C000069,SPP,,STD HEATREX PLUGALL Holes to pattern.,240,1000,350mm X 50mm
R4530,R4530,VINIDEX - TOOWOOMBA,C000204,SSCB,,,240,Undefined,100 x 80
R4531,R4531,POLYPIPE,C000141,CKB,,300mm Leads ,400,750,250mm X 120mm 
R4532,R4532,ISTRA ELEMENTS,C000094,SCB,,2 way Block ,240,900,250mm X 120mm 
R4533,R4533,TECHPLAS EXTRUSION  ,C000184,SPP,,STANDARD HEATREX PLUGALL 4 x 10mm Holes 1 x 12mm Hole,240,2200,D656mm X W70mm
R4534,R4534,CHEMSON PACIFIC,C000042,SPP,,,240,Undefined,L340mmx W253mm 
R4535,R4535,IPLEX - HEAD OFFICE,C000090,SCB,,Layflat Plugall 1x 35mm Hole,240,2000,L253mm x W120mm 
R4536,R4536,IPLEX - HEAD OFFICE,C000090,CKB,,,240/415 x 2,8000 x 2 ,Undefined
R4537,R4537,ACU TECH,C000005,SCB,,2 Way Terminal box with TC Hole,240,1200,D68mm x W63mm
R4538,R4538,ACU TECH,C000005,SCB,,2 Way Terminal Box No TC Hole,240,1200,D100mm x W75mm
R4539,R4539,APP,C000024,SCB,,Standard Heatrex Plugall 4 x 25mm Holes ,240,750,L310mm x W240mm
R4540,R4540,APP,C000024,SCB,,Standard Heatrex Plugall 2 x 25mm Holes,240,700,Undefined
R4541,R4541,APP,C000024,SCB,,Standard Heatrex Plugall 2 x 30mm Holes,240,1700,D350mm x W100mm
R4542,R4542,APP,C000024,SSCB,,Standard Heatrex Plugall ,240,350,D375mm x W320mm
R4543,R4543,APP,C000024,SCB,,Standard Heatrex Plugall 30mm Hole,240,3000,D280mm x W45mm 
R4544,R4544,APP,C000024,SCB,,Standard Heatrex Plugall 2 x 30mm Holes,240,3500,D280mm x W45mm 
R4545,R4545,APP,C000024,SCB,,Standard Heatrex Pluagll 2 x 25mm & 2 x 25x50mm holes,240,2900,D125mm x W80mm 
R4546,R4546,APP,C000024,SCB,,Standard heatrex Plugall 2 x 25mm & 2 x 30 x 50mm Holes,240,1700,D120mm x W80mm
R4547,R4547,APP,C000024,SSCB,,Standard Heatrex Plugall 2 x 30mm x 50mm Slots,240,3000,D125mm x W190mm
R4548,R4548,APP,C000024,SCB,,4m leads 16mm Hole,240,900,D400mm x W70mm S/L220mm
R4549,R4549,ADROIT PIPING,C000006,SCB,,"Standard Heatrex Plugall 1"" TC Hole",240,2600,D235mm x W180mm 
R4550,R4550,VINIDEX - DERRIMUT,C000203,SCB,,3 Pin Euro Plug cw Reatining Clip,240,Undefined,D400mm x W180mm 
R4551,R4551,VINIDEX - DERRIMUT,C000203,SCb,,3 Pin Euro Plug cw Retaining Clip ,240,Undefined,D400mm x W100mm
R4552,R4552,APP,C000024,SCB,,Standard Heatrex Plugall 20mm TC Hole,240,1500,D400mm x W60mm 
R4553,R4553,PREMIER EXTRUSIONS,C000148,SCB,,Standard Heatrex Plugall 25mm Hole,240,800,D400mm x W140mm S/L940mm
R4554,R4554,RESITECH INDUSTRIES,C000161,SPP,,Screw Terminals,240,500,D275mm x W55mm 
R4555,R4555,IPLEX - ALBURY,C000091,SCB,,2m Braided Leads with Spring ,240,650,D375mm x W100mm 
R4556,R4556,MPS,C000119,SSCB,,STANDARD HEATREX PLUGALL HOLES RO PATTERN,240,4000,Undefined
R4557,R4557,SPECTRUM PLASTICS,C000176,SCB,,Standard Heatrex Plugall ,415,345,Undefined
R4558,R4558,AUSTRALIAN CUSTOM PIPES,C000003,CKB,,2 way Terrminal Block,240,700,D180mm x W84mm
R4559,R4559,PRICE PLASTICS,C000150,SCB,,Standard Heatrex Plugall,240,2600,D152mm x W50mm
R4560,R4560,ASTRON PLASTICS,C000026,SCB,,3.2m Braided leads ,415,415,L340mm x W50mm 
R4561,R4561,VINIDEX - TOOWOOMBA,C000204,SCB,,Standard Heatrex Plugall 25mm Hole,240,900,D90mm x W65mm
R4562,R4562,IPLEX - ALBURY,C000091,SSCB,,,240,3600,D800mm x W135mm
R4563,R4563,FENSKE,C000069,SCB,,,240,2600,D55mm x W30mm
